filepath,label,split
LYM/LYM_1315.png,LYM,train
LYM/LYM_20.png,LYM,train
LYM/LYM_2306.png,LYM,train
LYM/LYM_1615.png,LYM,train
LYM/LYM_727.png,LYM,train
LYM/LYM_3195.png,LYM,train
LYM/LYM_37.png,LYM,train
LYM/LYM_3547.png,LYM,train
LYM/LYM_11.png,LYM,train
LYM/LYM_2906.png,LYM,train
LYM/LYM_2799.png,LYM,train
LYM/LYM_2672.png,LYM,train
LYM/LYM_1258.png,LYM,train
LYM/LYM_2390.png,LYM,train
LYM/LYM_2762.png,LYM,train
LYM/LYM_1792.png,LYM,train
LYM/LYM_2567.png,LYM,train
LYM/LYM_1327.png,LYM,train
LYM/LYM_3289.png,LYM,train
LYM/LYM_2383.png,LYM,train
LYM/LYM_3807.png,LYM,train
LYM/LYM_2961.png,LYM,train
LYM/LYM_3422.png,LYM,train
LYM/LYM_460.png,LYM,train
LYM/LYM_876.png,LYM,train
LYM/LYM_2190.png,LYM,train
LYM/LYM_1462.png,LYM,train
LYM/LYM_73.png,LYM,train
LYM/LYM_2804.png,LYM,train
LYM/LYM_2944.png,LYM,train
LYM/LYM_1389.png,LYM,train
LYM/LYM_3570.png,LYM,train
LYM/LYM_1047.png,LYM,train
LYM/LYM_3541.png,LYM,train
LYM/LYM_2505.png,LYM,train
LYM/LYM_3709.png,LYM,train
LYM/LYM_968.png,LYM,train
LYM/LYM_3481.png,LYM,train
LYM/LYM_1775.png,LYM,train
LYM/LYM_416.png,LYM,train
LYM/LYM_997.png,LYM,train
LYM/LYM_3006.png,LYM,train
LYM/LYM_1726.png,LYM,train
LYM/LYM_89.png,LYM,train
LYM/LYM_477.png,LYM,train
LYM/LYM_1143.png,LYM,train
LYM/LYM_2138.png,LYM,train
LYM/LYM_3369.png,LYM,train
LYM/LYM_2481.png,LYM,train
LYM/LYM_2554.png,LYM,train
LYM/LYM_1652.png,LYM,train
LYM/LYM_3383.png,LYM,train
LYM/LYM_586.png,LYM,train
LYM/LYM_816.png,LYM,train
LYM/LYM_392.png,LYM,train
LYM/LYM_2978.png,LYM,train
LYM/LYM_1178.png,LYM,train
LYM/LYM_3783.png,LYM,train
LYM/LYM_1685.png,LYM,train
LYM/LYM_2018.png,LYM,train
LYM/LYM_1060.png,LYM,train
LYM/LYM_2558.png,LYM,train
LYM/LYM_2006.png,LYM,train
LYM/LYM_2977.png,LYM,train
LYM/LYM_2291.png,LYM,train
LYM/LYM_2129.png,LYM,train
LYM/LYM_3400.png,LYM,train
LYM/LYM_2079.png,LYM,train
LYM/LYM_2060.png,LYM,train
LYM/LYM_3072.png,LYM,train
LYM/LYM_335.png,LYM,train
LYM/LYM_655.png,LYM,train
LYM/LYM_2989.png,LYM,train
LYM/LYM_2891.png,LYM,train
LYM/LYM_1502.png,LYM,train
LYM/LYM_3119.png,LYM,train
LYM/LYM_1845.png,LYM,train
LYM/LYM_2606.png,LYM,train
LYM/LYM_1443.png,LYM,train
LYM/LYM_1807.png,LYM,train
LYM/LYM_1436.png,LYM,train
LYM/LYM_1470.png,LYM,train
LYM/LYM_1487.png,LYM,train
LYM/LYM_687.png,LYM,train
LYM/LYM_3732.png,LYM,train
LYM/LYM_1760.png,LYM,train
LYM/LYM_2952.png,LYM,train
LYM/LYM_3581.png,LYM,train
LYM/LYM_1896.png,LYM,train
LYM/LYM_54.png,LYM,train
LYM/LYM_1368.png,LYM,train
LYM/LYM_3059.png,LYM,train
LYM/LYM_244.png,LYM,train
LYM/LYM_106.png,LYM,train
LYM/LYM_3140.png,LYM,train
LYM/LYM_1695.png,LYM,train
LYM/LYM_2199.png,LYM,train
LYM/LYM_1097.png,LYM,train
LYM/LYM_3564.png,LYM,train
LYM/LYM_3627.png,LYM,train
LYM/LYM_2361.png,LYM,train
LYM/LYM_2258.png,LYM,train
LYM/LYM_199.png,LYM,train
LYM/LYM_893.png,LYM,train
LYM/LYM_690.png,LYM,train
LYM/LYM_1565.png,LYM,train
LYM/LYM_1518.png,LYM,train
LYM/LYM_2386.png,LYM,train
LYM/LYM_3408.png,LYM,train
LYM/LYM_3234.png,LYM,train
LYM/LYM_787.png,LYM,train
LYM/LYM_2430.png,LYM,train
LYM/LYM_1503.png,LYM,train
LYM/LYM_1557.png,LYM,train
LYM/LYM_755.png,LYM,train
LYM/LYM_2246.png,LYM,train
LYM/LYM_2833.png,LYM,train
LYM/LYM_440.png,LYM,train
LYM/LYM_2937.png,LYM,train
LYM/LYM_882.png,LYM,train
LYM/LYM_2341.png,LYM,train
LYM/LYM_1670.png,LYM,train
LYM/LYM_3296.png,LYM,train
LYM/LYM_1110.png,LYM,train
LYM/LYM_2350.png,LYM,train
LYM/LYM_1758.png,LYM,train
LYM/LYM_2729.png,LYM,train
LYM/LYM_1351.png,LYM,train
LYM/LYM_2652.png,LYM,train
LYM/LYM_3395.png,LYM,train
LYM/LYM_248.png,LYM,train
LYM/LYM_401.png,LYM,train
LYM/LYM_2406.png,LYM,train
LYM/LYM_1768.png,LYM,train
LYM/LYM_3599.png,LYM,train
LYM/LYM_2026.png,LYM,train
LYM/LYM_2196.png,LYM,train
LYM/LYM_2208.png,LYM,train
LYM/LYM_2223.png,LYM,train
LYM/LYM_537.png,LYM,train
LYM/LYM_3340.png,LYM,train
LYM/LYM_476.png,LYM,train
LYM/LYM_800.png,LYM,train
LYM/LYM_857.png,LYM,train
LYM/LYM_611.png,LYM,train
LYM/LYM_3374.png,LYM,train
LYM/LYM_458.png,LYM,train
LYM/LYM_1900.png,LYM,train
LYM/LYM_2.png,LYM,train
LYM/LYM_1661.png,LYM,train
LYM/LYM_2994.png,LYM,train
LYM/LYM_206.png,LYM,train
LYM/LYM_3746.png,LYM,train
LYM/LYM_406.png,LYM,train
LYM/LYM_862.png,LYM,train
LYM/LYM_1483.png,LYM,train
LYM/LYM_1653.png,LYM,train
LYM/LYM_1224.png,LYM,train
LYM/LYM_907.png,LYM,train
LYM/LYM_3285.png,LYM,train
LYM/LYM_1163.png,LYM,train
LYM/LYM_2232.png,LYM,train
LYM/LYM_1517.png,LYM,train
LYM/LYM_1086.png,LYM,train
LYM/LYM_2686.png,LYM,train
LYM/LYM_2359.png,LYM,train
LYM/LYM_933.png,LYM,train
LYM/LYM_3069.png,LYM,train
LYM/LYM_3102.png,LYM,train
LYM/LYM_2352.png,LYM,train
LYM/LYM_1671.png,LYM,train
LYM/LYM_2211.png,LYM,train
LYM/LYM_1806.png,LYM,train
LYM/LYM_1723.png,LYM,train
LYM/LYM_336.png,LYM,train
LYM/LYM_2180.png,LYM,train
LYM/LYM_981.png,LYM,train
LYM/LYM_3441.png,LYM,train
LYM/LYM_299.png,LYM,train
LYM/LYM_2149.png,LYM,train
LYM/LYM_1691.png,LYM,train
LYM/LYM_2538.png,LYM,train
LYM/LYM_2333.png,LYM,train
LYM/LYM_1324.png,LYM,train
LYM/LYM_618.png,LYM,train
LYM/LYM_750.png,LYM,train
LYM/LYM_3878.png,LYM,train
LYM/LYM_2186.png,LYM,train
LYM/LYM_3010.png,LYM,train
LYM/LYM_742.png,LYM,train
LYM/LYM_252.png,LYM,train
LYM/LYM_1410.png,LYM,train
LYM/LYM_198.png,LYM,train
LYM/LYM_3583.png,LYM,train
LYM/LYM_366.png,LYM,train
LYM/LYM_912.png,LYM,train
LYM/LYM_2706.png,LYM,train
LYM/LYM_3376.png,LYM,train
LYM/LYM_2443.png,LYM,train
LYM/LYM_2553.png,LYM,train
LYM/LYM_319.png,LYM,train
LYM/LYM_3789.png,LYM,train
LYM/LYM_1275.png,LYM,train
LYM/LYM_201.png,LYM,train
LYM/LYM_2576.png,LYM,train
LYM/LYM_3098.png,LYM,train
LYM/LYM_490.png,LYM,train
LYM/LYM_2009.png,LYM,train
LYM/LYM_609.png,LYM,train
LYM/LYM_344.png,LYM,train
LYM/LYM_835.png,LYM,train
LYM/LYM_176.png,LYM,train
LYM/LYM_3121.png,LYM,train
LYM/LYM_1344.png,LYM,train
LYM/LYM_2574.png,LYM,train
LYM/LYM_2905.png,LYM,train
LYM/LYM_3420.png,LYM,train
LYM/LYM_296.png,LYM,train
LYM/LYM_682.png,LYM,train
LYM/LYM_33.png,LYM,train
LYM/LYM_102.png,LYM,train
LYM/LYM_1967.png,LYM,train
LYM/LYM_700.png,LYM,train
LYM/LYM_1038.png,LYM,train
LYM/LYM_1553.png,LYM,train
LYM/LYM_813.png,LYM,train
LYM/LYM_1491.png,LYM,train
LYM/LYM_649.png,LYM,train
LYM/LYM_3668.png,LYM,train
LYM/LYM_3880.png,LYM,train
LYM/LYM_1909.png,LYM,train
LYM/LYM_417.png,LYM,train
LYM/LYM_2392.png,LYM,train
LYM/LYM_49.png,LYM,train
LYM/LYM_2376.png,LYM,train
LYM/LYM_3290.png,LYM,train
LYM/LYM_2756.png,LYM,train
LYM/LYM_1493.png,LYM,train
LYM/LYM_2486.png,LYM,train
LYM/LYM_3669.png,LYM,train
LYM/LYM_2200.png,LYM,train
LYM/LYM_3261.png,LYM,train
LYM/LYM_2743.png,LYM,train
LYM/LYM_1539.png,LYM,train
LYM/LYM_827.png,LYM,train
LYM/LYM_2372.png,LYM,train
LYM/LYM_381.png,LYM,train
LYM/LYM_3809.png,LYM,train
LYM/LYM_1656.png,LYM,train
LYM/LYM_771.png,LYM,train
LYM/LYM_728.png,LYM,train
LYM/LYM_2730.png,LYM,train
LYM/LYM_242.png,LYM,train
LYM/LYM_891.png,LYM,train
LYM/LYM_3447.png,LYM,train
LYM/LYM_1204.png,LYM,train
LYM/LYM_1693.png,LYM,train
LYM/LYM_2931.png,LYM,train
LYM/LYM_484.png,LYM,train
LYM/LYM_3775.png,LYM,train
LYM/LYM_2850.png,LYM,train
LYM/LYM_1968.png,LYM,train
LYM/LYM_280.png,LYM,train
LYM/LYM_2304.png,LYM,train
LYM/LYM_3141.png,LYM,train
LYM/LYM_1505.png,LYM,train
LYM/LYM_3348.png,LYM,train
LYM/LYM_1153.png,LYM,train
LYM/LYM_3847.png,LYM,train
LYM/LYM_568.png,LYM,train
LYM/LYM_949.png,LYM,train
LYM/LYM_200.png,LYM,train
LYM/LYM_1689.png,LYM,train
LYM/LYM_1513.png,LYM,train
LYM/LYM_21.png,LYM,train
LYM/LYM_1610.png,LYM,train
LYM/LYM_1404.png,LYM,train
LYM/LYM_2884.png,LYM,train
LYM/LYM_2059.png,LYM,train
LYM/LYM_1050.png,LYM,train
LYM/LYM_3242.png,LYM,train
LYM/LYM_1211.png,LYM,train
LYM/LYM_2619.png,LYM,train
LYM/LYM_1207.png,LYM,train
LYM/LYM_6.png,LYM,train
LYM/LYM_379.png,LYM,train
LYM/LYM_3706.png,LYM,train
LYM/LYM_579.png,LYM,train
LYM/LYM_3702.png,LYM,train
LYM/LYM_2285.png,LYM,train
LYM/LYM_2355.png,LYM,train
LYM/LYM_643.png,LYM,train
LYM/LYM_976.png,LYM,train
LYM/LYM_1763.png,LYM,train
LYM/LYM_3301.png,LYM,train
LYM/LYM_3097.png,LYM,train
LYM/LYM_3784.png,LYM,train
LYM/LYM_3587.png,LYM,train
LYM/LYM_1385.png,LYM,train
LYM/LYM_914.png,LYM,train
LYM/LYM_3734.png,LYM,train
LYM/LYM_3699.png,LYM,train
LYM/LYM_429.png,LYM,train
LYM/LYM_1303.png,LYM,train
LYM/LYM_60.png,LYM,train
LYM/LYM_3326.png,LYM,train
LYM/LYM_1566.png,LYM,train
LYM/LYM_1220.png,LYM,train
LYM/LYM_1397.png,LYM,train
LYM/LYM_1740.png,LYM,train
LYM/LYM_2676.png,LYM,train
LYM/LYM_1458.png,LYM,train
LYM/LYM_3024.png,LYM,train
LYM/LYM_3004.png,LYM,train
LYM/LYM_2374.png,LYM,train
LYM/LYM_2128.png,LYM,train
LYM/LYM_621.png,LYM,train
LYM/LYM_2527.png,LYM,train
LYM/LYM_2088.png,LYM,train
LYM/LYM_2922.png,LYM,train
LYM/LYM_3202.png,LYM,train
LYM/LYM_822.png,LYM,train
LYM/LYM_3091.png,LYM,train
LYM/LYM_1189.png,LYM,train
LYM/LYM_1373.png,LYM,train
LYM/LYM_123.png,LYM,train
LYM/LYM_2087.png,LYM,train
LYM/LYM_3612.png,LYM,train
LYM/LYM_2452.png,LYM,train
LYM/LYM_1313.png,LYM,train
LYM/LYM_1007.png,LYM,train
LYM/LYM_3796.png,LYM,train
LYM/LYM_1988.png,LYM,train
LYM/LYM_38.png,LYM,train
LYM/LYM_2886.png,LYM,train
LYM/LYM_1477.png,LYM,train
LYM/LYM_1473.png,LYM,train
LYM/LYM_2810.png,LYM,train
LYM/LYM_1898.png,LYM,train
LYM/LYM_3503.png,LYM,train
LYM/LYM_3014.png,LYM,train
LYM/LYM_2928.png,LYM,train
LYM/LYM_2827.png,LYM,train
LYM/LYM_2793.png,LYM,train
LYM/LYM_3063.png,LYM,train
LYM/LYM_2379.png,LYM,train
LYM/LYM_896.png,LYM,train
LYM/LYM_2995.png,LYM,train
LYM/LYM_3840.png,LYM,train
LYM/LYM_995.png,LYM,train
LYM/LYM_1135.png,LYM,train
LYM/LYM_1290.png,LYM,train
LYM/LYM_3438.png,LYM,train
LYM/LYM_44.png,LYM,train
LYM/LYM_2932.png,LYM,train
LYM/LYM_3266.png,LYM,train
LYM/LYM_1882.png,LYM,train
LYM/LYM_346.png,LYM,train
LYM/LYM_133.png,LYM,train
LYM/LYM_3866.png,LYM,train
LYM/LYM_553.png,LYM,train
LYM/LYM_1556.png,LYM,train
LYM/LYM_3114.png,LYM,train
LYM/LYM_3175.png,LYM,train
LYM/LYM_806.png,LYM,train
LYM/LYM_2476.png,LYM,train
LYM/LYM_697.png,LYM,train
LYM/LYM_87.png,LYM,train
LYM/LYM_2690.png,LYM,train
LYM/LYM_3336.png,LYM,train
LYM/LYM_1231.png,LYM,train
LYM/LYM_3773.png,LYM,train
LYM/LYM_204.png,LYM,train
LYM/LYM_3488.png,LYM,train
LYM/LYM_1622.png,LYM,train
LYM/LYM_1641.png,LYM,train
LYM/LYM_1815.png,LYM,train
LYM/LYM_3390.png,LYM,train
LYM/LYM_1284.png,LYM,train
LYM/LYM_439.png,LYM,train
LYM/LYM_1230.png,LYM,train
LYM/LYM_3536.png,LYM,train
LYM/LYM_2398.png,LYM,train
LYM/LYM_3527.png,LYM,train
LYM/LYM_566.png,LYM,train
LYM/LYM_3659.png,LYM,train
LYM/LYM_3033.png,LYM,train
LYM/LYM_1961.png,LYM,train
LYM/LYM_3293.png,LYM,train
LYM/LYM_3015.png,LYM,train
LYM/LYM_2348.png,LYM,train
LYM/LYM_3154.png,LYM,train
LYM/LYM_71.png,LYM,train
LYM/LYM_3359.png,LYM,train
LYM/LYM_2879.png,LYM,train
LYM/LYM_1983.png,LYM,train
LYM/LYM_1819.png,LYM,train
LYM/LYM_886.png,LYM,train
LYM/LYM_3079.png,LYM,train
LYM/LYM_2125.png,LYM,train
LYM/LYM_1387.png,LYM,train
LYM/LYM_1400.png,LYM,train
LYM/LYM_1839.png,LYM,train
LYM/LYM_2941.png,LYM,train
LYM/LYM_1575.png,LYM,train
LYM/LYM_116.png,LYM,train
LYM/LYM_3243.png,LYM,train
LYM/LYM_1952.png,LYM,train
LYM/LYM_3559.png,LYM,train
LYM/LYM_1684.png,LYM,train
LYM/LYM_1092.png,LYM,train
LYM/LYM_3062.png,LYM,train
LYM/LYM_2113.png,LYM,train
LYM/LYM_1067.png,LYM,train
LYM/LYM_1100.png,LYM,train
LYM/LYM_3440.png,LYM,train
LYM/LYM_1680.png,LYM,train
LYM/LYM_1299.png,LYM,train
LYM/LYM_1159.png,LYM,train
LYM/LYM_3391.png,LYM,train
LYM/LYM_2570.png,LYM,train
LYM/LYM_613.png,LYM,train
LYM/LYM_423.png,LYM,train
LYM/LYM_1878.png,LYM,train
LYM/LYM_3602.png,LYM,train
LYM/LYM_1316.png,LYM,train
LYM/LYM_160.png,LYM,train
LYM/LYM_1109.png,LYM,train
LYM/LYM_752.png,LYM,train
LYM/LYM_3661.png,LYM,train
LYM/LYM_3538.png,LYM,train
LYM/LYM_249.png,LYM,train
LYM/LYM_107.png,LYM,train
LYM/LYM_3791.png,LYM,train
LYM/LYM_2651.png,LYM,train
LYM/LYM_2681.png,LYM,train
LYM/LYM_360.png,LYM,train
LYM/LYM_942.png,LYM,train
LYM/LYM_1374.png,LYM,train
LYM/LYM_3487.png,LYM,train
LYM/LYM_915.png,LYM,train
LYM/LYM_957.png,LYM,train
LYM/LYM_2144.png,LYM,train
LYM/LYM_1614.png,LYM,train
LYM/LYM_415.png,LYM,train
LYM/LYM_1406.png,LYM,train
LYM/LYM_3705.png,LYM,train
LYM/LYM_3554.png,LYM,train
LYM/LYM_2972.png,LYM,train
LYM/LYM_2581.png,LYM,train
LYM/LYM_754.png,LYM,train
LYM/LYM_713.png,LYM,train
LYM/LYM_2023.png,LYM,train
LYM/LYM_536.png,LYM,train
LYM/LYM_617.png,LYM,train
LYM/LYM_315.png,LYM,train
LYM/LYM_2625.png,LYM,train
LYM/LYM_823.png,LYM,train
LYM/LYM_3681.png,LYM,train
LYM/LYM_2707.png,LYM,train
LYM/LYM_3155.png,LYM,train
LYM/LYM_3448.png,LYM,train
LYM/LYM_2782.png,LYM,train
LYM/LYM_894.png,LYM,train
LYM/LYM_554.png,LYM,train
LYM/LYM_1860.png,LYM,train
LYM/LYM_3189.png,LYM,train
LYM/LYM_1.png,LYM,train
LYM/LYM_427.png,LYM,train
LYM/LYM_288.png,LYM,train
LYM/LYM_2084.png,LYM,train
LYM/LYM_1240.png,LYM,train
LYM/LYM_2752.png,LYM,train
LYM/LYM_3830.png,LYM,train
LYM/LYM_1392.png,LYM,train
LYM/LYM_2480.png,LYM,train
LYM/LYM_1229.png,LYM,train
LYM/LYM_3123.png,LYM,train
LYM/LYM_1292.png,LYM,train
LYM/LYM_3029.png,LYM,train
LYM/LYM_474.png,LYM,train
LYM/LYM_3535.png,LYM,train
LYM/LYM_603.png,LYM,train
LYM/LYM_395.png,LYM,train
LYM/LYM_2935.png,LYM,train
LYM/LYM_430.png,LYM,train
LYM/LYM_1570.png,LYM,train
LYM/LYM_747.png,LYM,train
LYM/LYM_3240.png,LYM,train
LYM/LYM_2035.png,LYM,train
LYM/LYM_405.png,LYM,train
LYM/LYM_776.png,LYM,train
LYM/LYM_3555.png,LYM,train
LYM/LYM_2563.png,LYM,train
LYM/LYM_3382.png,LYM,train
LYM/LYM_26.png,LYM,train
LYM/LYM_1206.png,LYM,train
LYM/LYM_3067.png,LYM,train
LYM/LYM_3116.png,LYM,train
LYM/LYM_3386.png,LYM,train
LYM/LYM_2678.png,LYM,train
LYM/LYM_2152.png,LYM,train
LYM/LYM_3211.png,LYM,train
LYM/LYM_792.png,LYM,train
LYM/LYM_258.png,LYM,train
LYM/LYM_2602.png,LYM,train
LYM/LYM_2701.png,LYM,train
LYM/LYM_2378.png,LYM,train
LYM/LYM_851.png,LYM,train
LYM/LYM_2511.png,LYM,train
LYM/LYM_1125.png,LYM,train
LYM/LYM_1269.png,LYM,train
LYM/LYM_3580.png,LYM,train
LYM/LYM_972.png,LYM,train
LYM/LYM_3545.png,LYM,train
LYM/LYM_1141.png,LYM,train
LYM/LYM_1268.png,LYM,train
LYM/LYM_426.png,LYM,train
LYM/LYM_2273.png,LYM,train
LYM/LYM_804.png,LYM,train
LYM/LYM_2973.png,LYM,train
LYM/LYM_820.png,LYM,train
LYM/LYM_906.png,LYM,train
LYM/LYM_367.png,LYM,train
LYM/LYM_3618.png,LYM,train
LYM/LYM_48.png,LYM,train
LYM/LYM_3401.png,LYM,train
LYM/LYM_1166.png,LYM,train
LYM/LYM_2003.png,LYM,train
LYM/LYM_2267.png,LYM,train
LYM/LYM_3453.png,LYM,train
LYM/LYM_3193.png,LYM,train
LYM/LYM_1857.png,LYM,train
LYM/LYM_2183.png,LYM,train
LYM/LYM_551.png,LYM,train
LYM/LYM_1544.png,LYM,train
LYM/LYM_3806.png,LYM,train
LYM/LYM_3573.png,LYM,train
LYM/LYM_3507.png,LYM,train
LYM/LYM_3684.png,LYM,train
LYM/LYM_2761.png,LYM,train
LYM/LYM_3619.png,LYM,train
LYM/LYM_472.png,LYM,train
LYM/LYM_951.png,LYM,train
LYM/LYM_3399.png,LYM,train
LYM/LYM_2974.png,LYM,train
LYM/LYM_297.png,LYM,train
LYM/LYM_1015.png,LYM,train
LYM/LYM_2179.png,LYM,train
LYM/LYM_2421.png,LYM,train
LYM/LYM_3148.png,LYM,train
LYM/LYM_3094.png,LYM,train
LYM/LYM_3552.png,LYM,train
LYM/LYM_3642.png,LYM,train
LYM/LYM_1106.png,LYM,train
LYM/LYM_2203.png,LYM,train
LYM/LYM_2627.png,LYM,train
LYM/LYM_3423.png,LYM,train
LYM/LYM_1471.png,LYM,train
LYM/LYM_904.png,LYM,train
LYM/LYM_824.png,LYM,train
LYM/LYM_96.png,LYM,train
LYM/LYM_2330.png,LYM,train
LYM/LYM_1994.png,LYM,train
LYM/LYM_1375.png,LYM,train
LYM/LYM_2263.png,LYM,train
LYM/LYM_2565.png,LYM,train
LYM/LYM_3294.png,LYM,train
LYM/LYM_2656.png,LYM,train
LYM/LYM_1417.png,LYM,train
LYM/LYM_3690.png,LYM,train
LYM/LYM_948.png,LYM,train
LYM/LYM_17.png,LYM,train
LYM/LYM_2294.png,LYM,train
LYM/LYM_1507.png,LYM,train
LYM/LYM_1709.png,LYM,train
LYM/LYM_2812.png,LYM,train
LYM/LYM_2239.png,LYM,train
LYM/LYM_3871.png,LYM,train
LYM/LYM_1339.png,LYM,train
LYM/LYM_158.png,LYM,train
LYM/LYM_932.png,LYM,train
LYM/LYM_3402.png,LYM,train
LYM/LYM_3767.png,LYM,train
LYM/LYM_1732.png,LYM,train
LYM/LYM_3811.png,LYM,train
LYM/LYM_2468.png,LYM,train
LYM/LYM_1023.png,LYM,train
LYM/LYM_1972.png,LYM,train
LYM/LYM_1669.png,LYM,train
LYM/LYM_2366.png,LYM,train
LYM/LYM_1954.png,LYM,train
LYM/LYM_1030.png,LYM,train
LYM/LYM_3153.png,LYM,train
LYM/LYM_867.png,LYM,train
LYM/LYM_2363.png,LYM,train
LYM/LYM_1405.png,LYM,train
LYM/LYM_512.png,LYM,train
LYM/LYM_2802.png,LYM,train
LYM/LYM_351.png,LYM,train
LYM/LYM_3309.png,LYM,train
LYM/LYM_3644.png,LYM,train
LYM/LYM_614.png,LYM,train
LYM/LYM_3855.png,LYM,train
LYM/LYM_1095.png,LYM,train
LYM/LYM_404.png,LYM,train
LYM/LYM_777.png,LYM,train
LYM/LYM_793.png,LYM,train
